ticker,fiscal_year,period_end,period_type,revenue,cost_of_sales,gross_profit,operating_profit,net_profit,interest_expense,total_assets,total_equity,total_liabilities,current_assets,current_liabilities,inventory,receivables,operating_cash_flow,capex,return_on_equity,return_on_assets,gross_margin,operating_margin,net_margin,current_ratio,quick_ratio,debt_to_equity,debt_to_assets,asset_turnover,inventory_turnover,days_sales_outstanding,free_cash_flow,interest_coverage_ratio,working_capital,sector_gics,company_name,filing_id,calc_ROE,calc_ROA,calc_gross_margin,calc_operating_margin,calc_net_margin,calc_current_ratio,calc_quick_ratio,calc_debt_to_equity,calc_debt_to_assets,calc_asset_turnover,calc_working_capital,period_label,revenue_millions,roe_pct,company_type,data_quality_score,is_annual,is_latest,roa_pct,gross_margin_pct,operating_margin_pct,net_margin_pct,debt_to_equity_pct,debt_to_assets_pct,net_profit_millions,total_assets_millions,total_equity_millions,period_date,year_quarter,fiscal_quarter,profit_status,liquidity_status,leverage_status,roe_status,has_cogs,has_operating_profit,has_cash_flow,ticker_name,roe_decimal,roa_decimal,gross_margin_decimal,operating_margin_decimal,net_margin_decimal,size_category,profitability_score,capex_adjusted,sector_derived,gross_profit_calc,total_liabilities_calc,free_cash_flow_calc,working_capital_calc,net_margin_calc,gross_margin_calc,roe_calc,original_unit,was_normalized,normalization_multiplier
1830.0,2024.0,3/31/2024,Quarterly,340395989.0,202154507.0,138241482.0,98147932.0,94178485.0,22161045.0,3584750898.0,1120286187.0,2464464711.0,434052239.0,916741846.0,20078676.0,29775904.0,,174225151.0,0.084066452,0.026271975,0.406119597,0.288334573,0.27667331,0.473472702,0.451570488,2.199852805,0.687485625,0.094956665,10.06811938,31.92812287,,4.428849452,-482689607.0,,Leejam Sports Co.,1830_2024,8.4%,2.6%,40.6%,28.8%,27.7%,0.5,0.5,220.0%,0.69,0.09,-482689607.0,Q2024,340.4,8.4%,Industrial,93,False,False,2.6,40.6,28.8,27.7,220.0,68.7,94.2,3584.8,1120.3,3/31/2024,2024-Q2,Q2,Profit,Weak,High,Average,True,True,False,1830 - Leejam Sports Co.,0.0841,0.0263,0.4061,0.2883,0.2767,Mid Cap,56.0,174225151.0,Other,138241482.0,2464464711.0,,-482689607.0,27.7%,40.6%,8.4%,SAR,False,1
1830.0,2024.0,6/30/2024,Quarterly,679746986.0,206208715.0,133142282.0,99641215.0,72915177.0,23255799.0,3575123343.0,1142530512.0,2432592831.0,347350707.0,896537581.0,22336927.0,26558441.0,314785347.0,268064092.0,0.063819019,0.02039515,0.195870353,0.14658574,0.107268114,0.387435747,0.362521089,2.129127236,0.680422072,0.190132457,9.231740561,14.26093997,46721255.0,4.284575,-549186874.0,,Leejam Sports Co.,1830_2024,6.4%,2.0%,19.6%,14.7%,10.7%,0.4,0.4,212.9%,0.68,0.19,-549186874.0,Q2024,679.7,6.4%,Industrial,100,False,False,2.0,19.6,14.7,10.7,212.9,68.0,72.9,3575.1,1142.5,6/30/2024,2024-Q3,Q3,Profit,Weak,High,Average,True,True,True,1830 - Leejam Sports Co.,0.0638,0.0204,0.1959,0.1466,0.1073,Mid Cap,44.0,268064092.0,Other,133142282.0,2432592831.0,46721255.0,-549186874.0,10.7%,19.6%,6.4%,SAR,False,1
1830.0,2024.0,9/30/2024,Quarterly,1081003377.0,229137715.0,172118676.0,128434121.0,186796940.0,26264648.0,3805716574.0,1262486801.0,2543229773.0,540183351.0,1132932035.0,25286825.0,28793309.0,690900441.0,429050041.0,0.147959519,0.049083251,0.15922122,0.118810102,0.17279959,0.476801198,0.45448139,2.014460485,0.66826568,0.284047263,9.061545489,9.722039735,261850400.0,4.889999706,-592748684.0,,Leejam Sports Co.,1830_2024,14.8%,4.9%,15.9%,11.9%,17.3%,0.5,0.5,201.4%,0.67,0.28,-592748684.0,Q2024,1081.0,14.8%,Industrial,100,False,False,4.9,15.9,11.9,17.3,201.4,66.8,186.8,3805.7,1262.5,9/30/2024,2024-Q4,Q4,Profit,Weak,High,Good,True,True,True,1830 - Leejam Sports Co.,0.148,0.0491,0.1592,0.1188,0.1728,Mid Cap,56.0,429050041.0,Other,172118676.0,2543229773.0,261850400.0,-592748684.0,17.3%,15.9%,14.8%,SAR,False,1
1830.0,2024.0,12/31/2024,Annual,1501366256.0,877973215.0,623393041.0,447212975.0,456298760.0,91477407.0,3720933698.0,1238323590.0,2482610108.0,280555675.0,914917737.0,24321491.0,26024581.0,781161307.0,585490562.0,0.368481037,0.122630178,0.415217165,0.297870672,0.30392235,0.306645793,0.280062539,2.004815323,0.667200845,0.403491806,36.09865921,6.32688528,195670745.0,4.888780625,-634362062.0,,Leejam Sports Co.,1830_2024,36.8%,12.3%,41.5%,29.8%,30.4%,0.3,0.3,200.5%,0.67,0.4,-634362062.0,FY2024,1501.4,36.8%,Industrial,100,True,False,12.3,41.5,29.8,30.4,200.5,66.7,456.3,3720.9,1238.3,12/31/2024,2024-FY,FY,Profit,Weak,High,Excellent,True,True,True,1830 - Leejam Sports Co.,0.3685,0.1226,0.4152,0.2979,0.3039,Mid Cap,100.0,585490562.0,Other,623393041.0,2482610108.0,195670745.0,-634362062.0,30.4%,41.5%,36.8%,SAR,False,1
1830.0,2025.0,3/31/2025,Quarterly,368888009.0,239259172.0,129628837.0,89129113.0,70535994.0,22733019.0,3771811835.0,1242654991.0,2529156844.0,211641237.0,934289771.0,23560269.0,23834375.0,,114083250.0,0.056762331,0.018700825,0.351404312,0.241615642,0.191212488,0.226526334,0.20130903,2.035284823,0.670541627,0.097801276,10.15519695,23.58316525,,3.920689681,-722648534.0,,Leejam Sports Co.,1830_2025,5.7%,1.9%,35.1%,24.2%,19.1%,0.2,0.2,203.5%,0.67,0.1,-722648534.0,Q2025,368.9,5.7%,Industrial,93,False,False,1.9,35.1,24.2,19.1,203.5,67.1,70.5,3771.8,1242.7,3/31/2025,2025-Q2,Q2,Profit,Weak,High,Average,True,True,False,1830 - Leejam Sports Co.,0.0568,0.0187,0.3514,0.2416,0.1912,Mid Cap,33.0,114083250.0,Other,129628837.0,2529156844.0,,-722648534.0,19.1%,35.1%,5.7%,SAR,False,1
1830.0,2025.0,6/30/2025,Quarterly,744463321.0,241011091.0,134564221.0,93416717.0,72119680.0,23590237.0,3900390014.0,1274596902.0,2625793112.0,243349411.0,930495646.0,23753902.0,34881186.0,275776473.0,190321541.0,0.056582344,0.018490377,0.180753326,0.12548196,0.096874726,0.261526652,0.235998427,2.060096889,0.673212961,0.190868943,10.14616845,17.10175979,85454932.0,3.959973654,-687146235.0,,Leejam Sports Co.,1830_2025,5.7%,1.8%,18.1%,12.5%,9.7%,0.3,0.2,206.0%,0.67,0.19,-687146235.0,Q2025,744.5,5.7%,Industrial,100,False,False,1.8,18.1,12.5,9.7,206.0,67.3,72.1,3900.4,1274.6,6/30/2025,2025-Q3,Q3,Profit,Weak,High,Average,True,True,True,1830 - Leejam Sports Co.,0.0566,0.0185,0.1808,0.1255,0.0969,Mid Cap,22.0,190321541.0,Other,134564221.0,2625793112.0,85454932.0,-687146235.0,9.7%,18.1%,5.7%,SAR,False,1
1830.0,2025.0,9/30/2025,Quarterly,1183189389.0,269065437.0,169660631.0,117691927.0,81297540.0,31529345.0,4148732902.0,1306710034.0,2842022868.0,477639522.0,1054938996.0,23730574.0,38367857.0,661238575.0,278485996.0,0.06221544,0.019595752,0.143392624,0.099470066,0.068710505,0.452765064,0.430270328,2.174945316,0.685033945,0.285192953,11.33834508,11.83603228,382752579.0,3.732774246,-577299474.0,,Leejam Sports Co.,1830_2025,6.2%,2.0%,14.3%,9.9%,6.9%,0.5,0.4,217.5%,0.69,0.29,-577299474.0,Q2025,1183.2,6.2%,Industrial,100,False,True,2.0,14.3,9.9,6.9,217.5,68.5,81.3,4148.7,1306.7,9/30/2025,2025-Q4,Q4,Profit,Weak,High,Average,True,True,True,1830 - Leejam Sports Co.,0.0622,0.0196,0.1434,0.0995,0.0687,Mid Cap,22.0,278485996.0,Other,169660631.0,2842022868.0,382752579.0,-577299474.0,6.9%,14.3%,6.2%,SAR,False,1
4262.0,2022.0,9/30/2022,Quarterly,524764341.0,132999910.0,55156685.0,38027530.0,30471922.0,6678992.0,1531359810.0,801478753.0,729881057.0,255739417.0,319863067.0,1057518.0,178392386.0,-8582013.0,1935707.0,0.038019625,0.019898604,0.105107532,0.072465919,0.058067821,0.799527809,0.79622165,0.910668005,0.476622837,0.342678669,125.7660957,124.0808794,-10517720.0,5.693603166,-64123650.0,,Lumi Rental Co.,4262_2022,3.8%,2.0%,10.5%,7.2%,5.8%,0.8,0.8,91.1%,0.48,0.34,-64123650.0,Q2022,524.8,3.8%,Industrial,100,False,False,2.0,10.5,7.2,5.8,91.1,47.7,30.5,1531.4,801.5,9/30/2022,2022-Q4,Q4,Profit,Weak,Moderate,Weak,True,True,True,4262 - Lumi Rental Co.,0.038,0.0199,0.1051,0.0725,0.0581,Mid Cap,11.0,1935707.0,Other,55156685.0,729881057.0,-10517720.0,-64123650.0,5.8%,10.5%,3.8%,SAR,False,1
4262.0,2022.0,12/31/2022,Annual,782630550.0,522579837.0,260050713.0,172506672.0,143662779.0,24164840.0,1844326281.0,843542270.0,1000784011.0,283321200.0,576926834.0,1453536.0,173600069.0,-76874377.0,,0.170308927,0.077894449,0.332277743,0.220419037,0.18356398,0.491086882,0.488567436,1.186406475,0.542628504,0.424344954,359.523147,80.9628824,-76874377.0,7.138746708,-293605634.0,,Lumi Rental Co.,4262_2022,17.0%,7.8%,33.2%,22.0%,18.4%,0.5,0.5,118.6%,0.54,0.42,-293605634.0,FY2022,782.6,17.0%,Industrial,93,True,False,7.8,33.2,22.0,18.4,118.6,54.3,143.7,1844.3,843.5,12/31/2022,2022-FY,FY,Profit,Weak,High,Excellent,True,True,True,4262 - Lumi Rental Co.,0.1703,0.0779,0.3323,0.2204,0.1836,Mid Cap,78.0,0.0,Other,260050713.0,1000784011.0,-76874377.0,-293605634.0,18.4%,33.2%,17.0%,SAR,False,1
4262.0,2023.0,3/31/2023,Quarterly,267062725.0,172193172.0,94869553.0,63902591.0,50321423.0,11882655.0,2066088682.0,893863693.0,1172224989.0,330804868.0,611367025.0,970595.0,213840754.0,-178268376.0,1171125.0,0.056296529,0.024355887,0.355233225,0.239279334,0.188425483,0.541090465,0.539502884,1.311413584,0.567364315,0.129260049,177.4099104,292.2604613,-179439501.0,5.377804119,-280562157.0,,Lumi Rental Co.,4262_2023,5.6%,2.4%,35.5%,23.9%,18.8%,0.5,0.5,131.1%,0.57,0.13,-280562157.0,Q2023,267.1,5.6%,Industrial,100,False,False,2.4,35.5,23.9,18.8,131.1,56.7,50.3,2066.1,893.9,3/31/2023,2023-Q2,Q2,Profit,Weak,High,Average,True,True,True,4262 - Lumi Rental Co.,0.0563,0.0244,0.3552,0.2393,0.1884,Mid Cap,44.0,1171125.0,Other,94869553.0,1172224989.0,-179439501.0,-280562157.0,18.8%,35.5%,5.6%,SAR,False,1
4262.0,2023.0,6/30/2023,Quarterly,500033333.0,155156075.0,77814533.0,66363921.0,49645906.0,15357266.0,2238918911.0,943569159.0,1295349752.0,351867381.0,663718511.0,1234693.0,218677744.0,-343025303.0,5895941.0,0.052615016,0.022174053,0.155618692,0.132718994,0.099285193,0.530145499,0.528285233,1.372819088,0.578560369,0.223336955,125.6636872,159.6241116,-348921244.0,4.321336949,-311851130.0,,Lumi Rental Co.,4262_2023,5.3%,2.2%,15.6%,13.3%,9.9%,0.5,0.5,137.3%,0.58,0.22,-311851130.0,Q2023,500.0,5.3%,Industrial,100,False,False,2.2,15.6,13.3,9.9,137.3,57.9,49.6,2238.9,943.6,6/30/2023,2023-Q3,Q3,Profit,Weak,High,Average,True,True,True,4262 - Lumi Rental Co.,0.0526,0.0222,0.1556,0.1327,0.0993,Mid Cap,33.0,5895941.0,Other,77814533.0,1295349752.0,-348921244.0,-311851130.0,9.9%,15.6%,5.3%,SAR,False,1
4262.0,2023.0,9/30/2023,Quarterly,791418073.0,196465946.0,94918794.0,52996675.0,34964513.0,16294148.0,2560455974.0,993724557.0,1566731417.0,377345420.0,876387813.0,1583282.0,232721068.0,-375733136.0,9222732.0,0.035185316,0.013655581,0.119935085,0.066964196,0.044179574,0.430568995,0.428762395,1.57662544,0.611895472,0.309092631,124.0877784,107.330364,-384955868.0,3.252497461,-499042393.0,,Lumi Rental Co.,4262_2023,3.5%,1.4%,12.0%,6.7%,4.4%,0.4,0.4,157.7%,0.61,0.31,-499042393.0,Q2023,791.4,3.5%,Industrial,100,False,False,1.4,12.0,6.7,4.4,157.7,61.2,35.0,2560.5,993.7,9/30/2023,2023-Q4,Q4,Profit,Weak,High,Weak,True,True,True,4262 - Lumi Rental Co.,0.0352,0.0137,0.1199,0.067,0.0442,Mid Cap,0.0,9222732.0,Other,94918794.0,1566731417.0,-384955868.0,-499042393.0,4.4%,12.0%,3.5%,SAR,False,1
4262.0,2023.0,12/31/2023,Annual,1105577633.0,725065634.0,380511999.0,233098975.0,160622507.0,63826288.0,3246401971.0,1025323250.0,2221078721.0,388625644.0,1214689154.0,1911202.0,242398535.0,-805713308.0,10146596.0,0.156655481,0.049477085,0.344174835,0.210839084,0.145283788,0.31993835,0.318364942,2.166222917,0.684166268,0.340554757,379.376766,80.02646095,-815859904.0,3.652084154,-826063510.0,,Lumi Rental Co.,4262_2023,15.7%,4.9%,34.4%,21.1%,14.5%,0.3,0.3,216.6%,0.68,0.34,-826063510.0,FY2023,1105.6,15.7%,Industrial,100,True,False,4.9,34.4,21.1,14.5,216.6,68.4,160.6,3246.4,1025.3,12/31/2023,2023-FY,FY,Profit,Weak,High,Excellent,True,True,True,4262 - Lumi Rental Co.,0.1567,0.0495,0.3442,0.2108,0.1453,Mid Cap,67.0,10146596.0,Other,380511999.0,2221078721.0,-815859904.0,-826063510.0,14.5%,34.4%,15.7%,SAR,False,1
4262.0,2024.0,3/31/2024,Quarterly,384043864.0,270570160.0,113473704.0,77264115.0,44710407.0,31236458.0,3447817585.0,1072262351.0,2375555234.0,463102015.0,1224222643.0,1277526.0,292730258.0,-276537703.0,858557.0,0.041697265,0.012967741,0.295470686,0.201185652,0.116420053,0.378282511,0.37723897,2.215460826,0.689002587,0.111387524,211.7922923,278.2144286,-277396260.0,2.473523567,-761120628.0,,Lumi Rental Co.,4262_2024,4.2%,1.3%,29.5%,20.1%,11.6%,0.4,0.4,221.5%,0.69,0.11,-761120628.0,Q2024,384.0,4.2%,Industrial,100,False,False,1.3,29.5,20.1,11.6,221.5,68.9,44.7,3447.8,1072.3,3/31/2024,2024-Q2,Q2,Profit,Weak,High,Weak,True,True,True,4262 - Lumi Rental Co.,0.0417,0.013,0.2955,0.2012,0.1164,Mid Cap,22.0,858557.0,Other,113473704.0,2375555234.0,-277396260.0,-761120628.0,11.6%,29.5%,4.2%,SAR,False,1
4262.0,2024.0,6/30/2024,Quarterly,744520881.0,265202488.0,95274529.0,83397730.0,46010396.0,36028638.0,3343144156.0,1120225690.0,2222918466.0,427970660.0,877969424.0,1373060.0,311984423.0,-485192542.0,,0.041072434,0.013762612,0.127967571,0.1120153,0.061798664,0.487455085,0.485891181,1.984348766,0.66491852,0.222700801,193.1470497,152.9497927,-485192542.0,2.314762218,-449998764.0,,Lumi Rental Co.,4262_2024,4.1%,1.4%,12.8%,11.2%,6.2%,0.5,0.5,198.4%,0.66,0.22,-449998764.0,Q2024,744.5,4.1%,Industrial,93,False,False,1.4,12.8,11.2,6.2,198.4,66.5,46.0,3343.1,1120.2,6/30/2024,2024-Q3,Q3,Profit,Weak,High,Weak,True,True,True,4262 - Lumi Rental Co.,0.0411,0.0138,0.128,0.112,0.0618,Mid Cap,11.0,0.0,Other,95274529.0,2222918466.0,-485192542.0,-449998764.0,6.2%,12.8%,4.1%,SAR,False,1
4262.0,2024.0,9/30/2024,Quarterly,1147641083.0,286873579.0,116246623.0,76398987.0,40134933.0,35064054.0,3328499816.0,1161160657.0,2167339159.0,420934466.0,974441982.0,2180575.0,316626556.0,-290072246.0,,0.034564496,0.012057965,0.101291793,0.066570453,0.034971677,0.431974888,0.42973712,1.866528241,0.651145945,0.344792293,131.5586848,100.7010769,-290072246.0,2.178840673,-553507516.0,,Lumi Rental Co.,4262_2024,3.5%,1.2%,10.1%,6.7%,3.5%,0.4,0.4,186.7%,0.65,0.34,-553507516.0,Q2024,1147.6,3.5%,Industrial,93,False,False,1.2,10.1,6.7,3.5,186.7,65.1,40.1,3328.5,1161.2,9/30/2024,2024-Q4,Q4,Profit,Weak,High,Weak,True,True,True,4262 - Lumi Rental Co.,0.0346,0.0121,0.1013,0.0666,0.035,Mid Cap,0.0,0.0,Other,116246623.0,2167339159.0,-290072246.0,-553507516.0,3.5%,10.1%,3.5%,SAR,False,1
4262.0,2024.0,12/31/2024,Annual,1549769083.0,1111994092.0,437774991.0,317939121.0,180301098.0,128777085.0,3374324797.0,1212242506.0,2162082291.0,374177635.0,1086022375.0,10364785.0,268422658.0,-208979354.0,21148111.0,0.148733522,0.053433237,0.282477561,0.205152577,0.116340621,0.344539527,0.334995722,1.783539416,0.640745163,0.459282724,107.2857847,63.21862479,-230127465.0,2.468910684,-711844740.0,,Lumi Rental Co.,4262_2024,14.9%,5.3%,28.2%,20.5%,11.6%,0.3,0.3,178.4%,0.64,0.46,-711844740.0,FY2024,1549.8,14.9%,Industrial,100,True,False,5.3,28.2,20.5,11.6,178.4,64.1,180.3,3374.3,1212.2,12/31/2024,2024-FY,FY,Profit,Weak,High,Good,True,True,True,4262 - Lumi Rental Co.,0.1487,0.0534,0.2825,0.2052,0.1163,Mid Cap,67.0,21148111.0,Other,437774991.0,2162082291.0,-230127465.0,-711844740.0,11.6%,28.2%,14.9%,SAR,False,1
4262.0,2025.0,3/31/2025,Quarterly,411531305.0,291078596.0,120452709.0,83000484.0,53148902.0,28499082.0,3474876673.0,1265391408.0,2209485265.0,427964309.0,1201951466.0,2940124.0,318912274.0,3321131.0,280310.0,0.042001946,0.015295191,0.292693915,0.201686926,0.129149111,0.356057895,0.35361177,1.746088405,0.635845664,0.118430478,99.00214957,282.8532814,3040821.0,2.912391494,-773987157.0,,Lumi Rental Co.,4262_2025,4.2%,1.5%,29.3%,20.2%,12.9%,0.4,0.4,174.6%,0.64,0.12,-773987157.0,Q2025,411.5,4.2%,Industrial,100,False,False,1.5,29.3,20.2,12.9,174.6,63.6,53.1,3474.9,1265.4,3/31/2025,2025-Q2,Q2,Profit,Weak,High,Weak,True,True,True,4262 - Lumi Rental Co.,0.042,0.0153,0.2927,0.2017,0.1291,Mid Cap,22.0,280310.0,Other,120452709.0,2209485265.0,3040821.0,-773987157.0,12.9%,29.3%,4.2%,SAR,False,1
4262.0,2025.0,6/30/2025,Quarterly,827660682.0,290971910.0,125157467.0,84923107.0,54212873.0,29410234.0,3473416274.0,1319604281.0,2153811993.0,515767810.0,1058776386.0,3088067.0,385843998.0,-127669501.0,,0.041082674,0.01560794,0.151218331,0.102606187,0.065501327,0.487135732,0.484219095,1.632165054,0.620084615,0.238284334,94.22461041,170.1579673,-127669501.0,2.887535917,-543008576.0,,Lumi Rental Co.,4262_2025,4.1%,1.6%,15.1%,10.3%,6.6%,0.5,0.5,163.2%,0.62,0.24,-543008576.0,Q2025,827.7,4.1%,Industrial,93,False,False,1.6,15.1,10.3,6.6,163.2,62.0,54.2,3473.4,1319.6,6/30/2025,2025-Q3,Q3,Profit,Weak,High,Weak,True,True,True,4262 - Lumi Rental Co.,0.0411,0.0156,0.1512,0.1026,0.0655,Mid Cap,11.0,0.0,Other,125157467.0,2153811993.0,-127669501.0,-543008576.0,6.6%,15.1%,4.1%,SAR,False,1
4262.0,2025.0,9/30/2025,Quarterly,1242030172.0,300999969.0,113369521.0,84757531.0,52707177.0,30550354.0,3445231807.0,1372311458.0,2072920349.0,488374985.0,1066058452.0,2787122.0,401509441.0,-52591130.0,,0.038407591,0.015298587,0.09127759,0.068241121,0.04243631,0.458112765,0.455498347,1.510531984,0.601678048,0.360506997,107.9966966,117.9930643,-52591130.0,2.774355119,-577683467.0,,Lumi Rental Co.,4262_2025,3.8%,1.5%,9.1%,6.8%,4.2%,0.5,0.5,151.1%,0.6,0.36,-577683467.0,Q2025,1242.0,3.8%,Industrial,93,False,True,1.5,9.1,6.8,4.2,151.1,60.2,52.7,3445.2,1372.3,9/30/2025,2025-Q4,Q4,Profit,Weak,High,Weak,True,True,True,4262 - Lumi Rental Co.,0.0384,0.0153,0.0913,0.0682,0.0424,Mid Cap,0.0,0.0,Other,113369521.0,2072920349.0,-52591130.0,-577683467.0,4.2%,9.1%,3.8%,SAR,False,1
4011.0,2020.0,3/31/2020,Quarterly,444988792.0,374420665.0,70568127.0,12418359.0,-1611768.0,12171702.0,2140552538.0,417990538.0,1722562000.0,1864028623.0,1543398976.0,811880900.0,805491856.0,7372163.237,3184244.0,-0.003855992,-0.000752968,0.158584055,0.027907128,-0.003622042,1.207742555,0.68170819,4.121055008,0.804727737,0.207885013,0.461176836,660.7009721,4187919.237,1.020264791,320629647.0,,Lazurde Company for Jewelry,4011_2020,-0.4%,-0.1%,15.9%,2.8%,-0.4%,1.2,0.7,412.1%,0.8,0.21,320629647.0,Q2020,445.0,-0.4%,Industrial,100,False,False,-0.1,15.9,2.8,-0.4,412.1,80.5,-1.6,2140.6,418.0,3/31/2020,2020-Q2,Q2,Loss,Adequate,High,Negative,True,True,True,4011 - Lazurde Company for Jewelry,-0.0039,-0.0008,0.1586,0.0279,-0.0036,Mid Cap,0.0,3184244.0,Other,70568127.0,1722562000.0,4187919.237,320629647.0,-0.4%,15.9%,-0.4%,SAR,False,1
4011.0,2020.0,6/30/2020,Quarterly,615908527.0,149811894.0,21107841.0,-50843238.0,-66171700.0,13922865.0,2040027679.0,347664583.0,1692363096.0,1771405279.0,1529722654.0,0.0,502153817.0,28885350.0,5791582.0,-0.190332013,-0.032436668,0.034271065,-0.082549982,-0.107437545,1.157991139,1.157991139,4.867804139,0.829578497,0.301911848,,297.5866304,23093768.0,-3.65177986,241682625.0,,Lazurde Company for Jewelry,4011_2020,-19.0%,-3.2%,3.4%,-8.3%,-10.7%,1.2,1.2,486.8%,0.83,0.3,241682625.0,Q2020,615.9,-19.0%,Industrial,100,False,False,-3.2,3.4,-8.3,-10.7,486.8,83.0,-66.2,2040.0,347.7,6/30/2020,2020-Q3,Q3,Loss,Adequate,High,Negative,True,True,True,4011 - Lazurde Company for Jewelry,-0.1903,-0.0324,0.0343,-0.0825,-0.1074,Mid Cap,0.0,5791582.0,Other,21107841.0,1692363096.0,23093768.0,241682625.0,-10.7%,3.4%,-19.0%,SAR,False,1
4011.0,2020.0,9/30/2020,Quarterly,986751704.0,322908885.0,47934292.0,-109141.0,-18817150.0,13384307.0,1794424693.0,332588605.0,1461836088.0,1532083188.0,1309592126.0,774479964.0,395218347.0,45465498.34,6978105.0,-0.056577855,-0.010486453,0.048577866,-0.000110606,-0.019069792,1.169893403,0.578503191,4.39532824,0.814654465,0.549898643,0.416936396,146.1914847,38487393.34,-0.008154401,222491062.4,,Lazurde Company for Jewelry,4011_2020,-5.7%,-1.0%,4.9%,0.0%,-1.9%,1.2,0.6,439.5%,0.81,0.55,222491062.4,Q2020,986.8,-5.7%,Industrial,100,False,False,-1.0,4.9,0.0,-1.9,439.5,81.5,-18.8,1794.4,332.6,9/30/2020,2020-Q4,Q4,Loss,Adequate,High,Negative,True,True,True,4011 - Lazurde Company for Jewelry,-0.0566,-0.0105,0.0486,-0.0001,-0.0191,Mid Cap,0.0,6978105.0,Other,47934292.0,1461836088.0,38487393.34,222491062.4,-1.9%,4.9%,-5.7%,SAR,False,1
4011.0,2020.0,12/31/2020,Annual,1278440395.0,1095460453.0,182979942.0,-58602632.0,-120488372.0,50437672.0,1650038697.0,297326406.0,1352712291.0,1394452324.0,1243578333.0,817847122.0,264064600.0,58679876.0,9635533.0,-0.405239392,-0.073021543,0.143127472,-0.045839159,-0.094246374,1.121322467,0.463666169,4.549586797,0.819806404,0.77479419,1.33944404,75.39153126,49044343.0,-1.161882174,150873991.0,,Lazurde Company for Jewelry,4011_2020,-40.5%,-7.3%,14.3%,-4.6%,-9.4%,1.1,0.5,455.0%,0.82,0.77,150873991.0,FY2020,1278.4,-40.5%,Industrial,100,True,False,-7.3,14.3,-4.6,-9.4,455.0,82.0,-120.5,1650.0,297.3,12/31/2020,2020-FY,FY,Loss,Adequate,High,Negative,True,True,True,4011 - Lazurde Company for Jewelry,-0.4052,-0.073,0.1431,-0.0458,-0.0942,Mid Cap,0.0,9635533.0,Other,182979942.0,1352712291.0,49044343.0,150873991.0,-9.4%,14.3%,-40.5%,SAR,False,1
4011.0,2021.0,3/31/2021,Quarterly,551396077.0,466810203.0,84585874.0,27879794.0,10170233.0,9511233.0,1571249430.0,308075386.0,1263174044.0,1316877343.0,1164583695.0,0.0,275978993.0,15822076.0,4587267.0,0.033012157,0.006472704,0.153403112,0.050562191,0.018444515,1.130770891,1.130770891,4.100210862,0.803929675,0.350928418,,182.6859795,11234809.0,2.931249187,152293648.0,,Lazurde Company for Jewelry,4011_2021,3.3%,0.6%,15.3%,5.1%,1.8%,1.1,1.1,410.0%,0.8,0.35,152293648.0,Q2021,551.4,3.3%,Industrial,100,False,False,0.6,15.3,5.1,1.8,410.0,80.4,10.2,1571.2,308.1,3/31/2021,2021-Q2,Q2,Profit,Adequate,High,Weak,True,True,True,4011 - Lazurde Company for Jewelry,0.033,0.0065,0.1534,0.0506,0.0184,Mid Cap,0.0,4587267.0,Other,84585874.0,1263174044.0,11234809.0,152293648.0,1.8%,15.3%,3.3%,SAR,False,1
4011.0,2021.0,6/30/2021,Quarterly,1026798240.0,399919100.0,75483063.0,20168659.0,8001955.0,8622383.0,1611038040.0,453153257.0,1157884783.0,1358865252.0,1112760244.0,808024147.0,287810744.0,34771257.0,9038402.0,0.017658386,0.004966956,0.073513043,0.01964228,0.007793113,1.221166248,0.495022273,2.555172594,0.718719704,0.637351952,0.49493459,102.3092147,25732855.0,2.339104978,246105008.0,,Lazurde Company for Jewelry,4011_2021,1.8%,0.5%,7.4%,2.0%,0.8%,1.2,0.5,255.5%,0.72,0.64,246105008.0,Q2021,1026.8,1.8%,Industrial,100,False,False,0.5,7.4,2.0,0.8,255.5,71.9,8.0,1611.0,453.2,6/30/2021,2021-Q3,Q3,Profit,Adequate,High,Weak,True,True,True,4011 - Lazurde Company for Jewelry,0.0177,0.005,0.0735,0.0196,0.0078,Mid Cap,0.0,9038402.0,Other,75483063.0,1157884783.0,25732855.0,246105008.0,0.8%,7.4%,1.8%,SAR,False,1
4011.0,2021.0,9/30/2021,Quarterly,1553405414.0,446732782.0,79874392.0,23992622.0,7845484.0,6506199.0,1490866834.0,460687134.0,1030179700.0,1238840601.0,982071712.0,752026308.0,289015300.0,64328843.0,10934613.0,0.017029961,0.005262364,0.051418896,0.015445177,0.005050506,1.261456354,0.49570137,2.236180748,0.690993774,1.041947797,0.594038769,67.9092422,53394230.0,3.687655726,256768889.0,,Lazurde Company for Jewelry,4011_2021,1.7%,0.5%,5.1%,1.5%,0.5%,1.3,0.5,223.6%,0.69,1.04,256768889.0,Q2021,1553.4,1.7%,Industrial,100,False,False,0.5,5.1,1.5,0.5,223.6,69.1,7.8,1490.9,460.7,9/30/2021,2021-Q4,Q4,Profit,Adequate,High,Weak,True,True,True,4011 - Lazurde Company for Jewelry,0.017,0.0053,0.0514,0.0154,0.0051,Mid Cap,0.0,10934613.0,Other,79874392.0,1030179700.0,53394230.0,256768889.0,0.5%,5.1%,1.7%,SAR,False,1
