ticker,fiscal_year,period_end,period_type,revenue,cost_of_sales,gross_profit,operating_profit,net_profit,interest_expense,total_assets,total_equity,total_liabilities,current_assets,current_liabilities,inventory,receivables,operating_cash_flow,capex,return_on_equity,return_on_assets,gross_margin,operating_margin,net_margin,current_ratio,quick_ratio,debt_to_equity,debt_to_assets,asset_turnover,inventory_turnover,days_sales_outstanding,free_cash_flow,interest_coverage_ratio,working_capital,sector_gics,company_name,filing_id,calc_ROE,calc_ROA,calc_gross_margin,calc_operating_margin,calc_net_margin,calc_current_ratio,calc_quick_ratio,calc_debt_to_equity,calc_debt_to_assets,calc_asset_turnover,calc_working_capital,period_label,revenue_millions,roe_pct,company_type,data_quality_score,is_annual,is_latest,roa_pct,gross_margin_pct,operating_margin_pct,net_margin_pct,debt_to_equity_pct,debt_to_assets_pct,net_profit_millions,total_assets_millions,total_equity_millions,period_date,year_quarter,fiscal_quarter,profit_status,liquidity_status,leverage_status,roe_status,has_cogs,has_operating_profit,has_cash_flow,ticker_name,roe_decimal,roa_decimal,gross_margin_decimal,operating_margin_decimal,net_margin_decimal,size_category,profitability_score,capex_adjusted,sector_derived,gross_profit_calc,total_liabilities_calc,free_cash_flow_calc,working_capital_calc,net_margin_calc,gross_margin_calc,roe_calc
7020,2025,3/31/2025,Quarterly,4777471,2223187,2554284,849950,766670,166050,40915641,18637186,22278455,10648183,11812784,177574,3899719,1494459,506540,0.041136575,0.018737822,0.534651911,0.177907935,0.160476118,0.901411809,0.886379451,1.195376545,0.544497274,0.116763929,12.51977767,297.9395239,987919,5.118638964,-1164601,,Etihad Etisalat Co.,7020_2025,4.1%,1.9%,53.5%,17.8%,16.0%,0.9,0.9,119.5%,0.54,0.12,-1164601,Q2025,4.8,4.1%,Industrial,100,FALSE,FALSE,1.9,53.5,17.8,16,119.5,54.4,0.8,40.9,18.6,3/31/2025,2025-Q2,Q2,Profit,Weak,High,Weak,TRUE,TRUE,TRUE,7020 - Etihad Etisalat Co.,0.0411,0.0187,0.5347,0.1779,0.1605,Small Cap,22,506540,Other,2554284,22278455,987919,-1164601,16.0%,53.5%,4.1%
7020,2025,6/30/2025,Quarterly,9605895,2205921,2622503,891319,829944,171346,39956110,19450727,20505383,9836743,10117813,172002,4213935,3364879,1763503,0.042669048,0.020771391,0.273009751,0.092788751,0.086399445,0.972220281,0.955220362,1.054221932,0.513197681,0.240411166,12.82497297,160.1189972,1601376,5.201866399,-281070,,Etihad Etisalat Co.,7020_2025,4.3%,2.1%,27.3%,9.3%,8.6%,1.0,1.0,105.4%,0.51,0.24,-281070,Q2025,9.6,4.3%,Industrial,100,FALSE,FALSE,2.1,27.3,9.3,8.6,105.4,51.3,0.8,40,19.5,6/30/2025,2025-Q3,Q3,Profit,Weak,High,Weak,TRUE,TRUE,TRUE,7020 - Etihad Etisalat Co.,0.0427,0.0208,0.273,0.0928,0.0864,Small Cap,22,1763503,Other,2622503,20505383,1601376,-281070,8.6%,27.3%,4.3%
7020,2025,9/30/2025,Quarterly,14455332,2158865,2690572,1038056,916420,166610,39994116,19285474,20708642,9692352,10261643,134817,4372992,4569965,1947231,0.047518666,0.022913871,0.186130073,0.071811287,0.063396676,0.944522432,0.931384477,1.073794816,0.517792217,0.361436467,16.01329951,110.4189153,2622734,6.230454354,-569291,,Etihad Etisalat Co.,7020_2025,4.8%,2.3%,18.6%,7.2%,6.3%,0.9,0.9,107.4%,0.52,0.36,-569291,Q2025,14.5,4.8%,Industrial,100,FALSE,TRUE,2.3,18.6,7.2,6.3,107.4,51.8,0.9,40,19.3,9/30/2025,2025-Q4,Q4,Profit,Weak,High,Weak,TRUE,TRUE,TRUE,7020 - Etihad Etisalat Co.,0.0475,0.0229,0.1861,0.0718,0.0634,Small Cap,22,1947231,Other,2690572,20708642,2622734,-569291,6.3%,18.6%,4.8%
2286,2023,9/30/2023,Quarterly,410691653,77000702,59714709,42267718,38720983,1970574,1201930930,696239508,505691422,238330293,115468376,86201298,5509000,118416153,8108694,0.055614458,0.032215647,0.145400347,0.102918376,0.094282371,2.064030874,1.317494887,0.726318194,0.420732514,0.341693223,0.893266155,4.896094151,110307459,21.44944468,122861917,,Fourth Milling Co.,2286_2023,5.6%,3.2%,14.5%,10.3%,9.4%,2.1,1.3,72.6%,0.42,0.34,122861917,Q2023,410.7,5.6%,Industrial,100,FALSE,FALSE,3.2,14.5,10.3,9.4,72.6,42.1,38.7,1201.9,696.2,9/30/2023,2023-Q4,Q4,Profit,Strong,Moderate,Average,TRUE,TRUE,TRUE,2286 - Fourth Milling Co.,0.0556,0.0322,0.1454,0.1029,0.0943,Mid Cap,33,8108694,Other,59714709,505691422,110307459,122861917,9.4%,14.5%,5.6%
2286,2023,12/31/2023,Annual,558090113,311923084,246167029,163831202,142816987,7882296,1157042654,683013354,474029300,205864004,85035219,55968172,5210534,167216505,9267787,0.209098382,0.123432776,0.441088318,0.293556897,0.255903095,2.420926369,1.762749997,0.694026401,0.409690428,0.482341866,5.573222652,3.40777388,157948718,20.78470562,120828785,,Fourth Milling Co.,2286_2023,20.9%,12.3%,44.1%,29.4%,25.6%,2.4,1.8,69.4%,0.41,0.48,120828785,FY2023,558.1,20.9%,Industrial,100,TRUE,FALSE,12.3,44.1,29.4,25.6,69.4,41,142.8,1157,683,12/31/2023,2023-FY,FY,Profit,Strong,Moderate,Excellent,TRUE,TRUE,TRUE,2286 - Fourth Milling Co.,0.2091,0.1234,0.4411,0.2936,0.2559,Mid Cap,100,9267787,Other,246167029,474029300,157948718,120828785,25.6%,44.1%,20.9%
2286,2024,3/31/2024,Quarterly,165556729,86145880,79410849,54541944,48617303,2843761,1209825260,717769778,492055482,270525675,102620154,54308647,9884006,64135573,213689,0.06773384,0.040185393,0.479659447,0.329445649,0.29365948,2.636184652,2.106964564,0.685533854,0.406716158,0.136843505,1.586227696,21.79109367,63921884,19.17951051,167905521,,Fourth Milling Co.,2286_2024,6.8%,4.0%,48.0%,32.9%,29.4%,2.6,2.1,68.6%,0.41,0.14,167905521,Q2024,165.6,6.8%,Industrial,100,FALSE,FALSE,4,48,32.9,29.4,68.6,40.7,48.6,1209.8,717.8,3/31/2024,2024-Q2,Q2,Profit,Strong,Moderate,Average,TRUE,TRUE,TRUE,2286 - Fourth Milling Co.,0.0677,0.0402,0.4797,0.3294,0.2937,Mid Cap,56,213689,Other,79410849,492055482,63921884,167905521,29.4%,48.0%,6.8%
2286,2024,6/30/2024,Quarterly,302360845,79646619,57157497,37395549,33147443,2843763,1142987365,683742140,459245225,209816181,85401602,54619714,7879814,135454387,7014376,0.04847945,0.029000708,0.189037364,0.123678544,0.109628755,2.456817859,1.817254751,0.671664357,0.40179379,0.264535597,1.458202784,9.512250536,128440011,13.15002305,124414579,,Fourth Milling Co.,2286_2024,4.8%,2.9%,18.9%,12.4%,11.0%,2.5,1.8,67.2%,0.40,0.26,124414579,Q2024,302.4,4.8%,Industrial,100,FALSE,FALSE,2.9,18.9,12.4,11,67.2,40.2,33.1,1143,683.7,6/30/2024,2024-Q3,Q3,Profit,Strong,Moderate,Weak,TRUE,TRUE,TRUE,2286 - Fourth Milling Co.,0.0485,0.029,0.189,0.1237,0.1096,Mid Cap,33,7014376,Other,57157497,459245225,128440011,124414579,11.0%,18.9%,4.8%
2286,2024,9/30/2024,Quarterly,462288370,82736832,77190693,52865008,47062083,2890313,1215769862,730493974,485275888,291787572,105134229,52795360,6509690,222029171,9699192,0.064425012,0.038709697,0.1669752,0.114355046,0.101802438,2.775381289,2.273210298,0.664311966,0.399151108,0.380243321,1.567123171,5.139728802,212329979,18.29040938,186653343,,Fourth Milling Co.,2286_2024,6.4%,3.9%,16.7%,11.4%,10.2%,2.8,2.3,66.4%,0.40,0.38,186653343,Q2024,462.3,6.4%,Industrial,100,FALSE,FALSE,3.9,16.7,11.4,10.2,66.4,39.9,47.1,1215.8,730.5,9/30/2024,2024-Q4,Q4,Profit,Strong,Moderate,Average,TRUE,TRUE,TRUE,2286 - Fourth Milling Co.,0.0644,0.0387,0.167,0.1144,0.1018,Mid Cap,44,9699192,Other,77190693,485275888,212329979,186653343,10.2%,16.7%,6.4%
2286,2024,12/31/2024,Annual,629027399,334452999,294574400,198370588,170931353,11434948,1197277186,713373032,483904154,285253273,99486091,56935999,8409070,262297309,13985215,0.239610057,0.142766734,0.468301382,0.315360807,0.271739122,2.867267878,2.294966781,0.678332559,0.404170529,0.525381596,5.874192161,4.879454464,248312094,17.34774727,185767182,,Fourth Milling Co.,2286_2024,24.0%,14.3%,46.8%,31.5%,27.2%,2.9,2.3,67.8%,0.40,0.53,185767182,FY2024,629,24.0%,Industrial,100,TRUE,FALSE,14.3,46.8,31.5,27.2,67.8,40.4,170.9,1197.3,713.4,12/31/2024,2024-FY,FY,Profit,Strong,Moderate,Excellent,TRUE,TRUE,TRUE,2286 - Fourth Milling Co.,0.2396,0.1428,0.4683,0.3154,0.2717,Mid Cap,100,13985215,Other,294574400,483904154,248312094,185767182,27.2%,46.8%,24.0%
2286,2025,3/31/2025,Quarterly,170143021,88166954,81976067,54222235,52695821,2796754,1228083634,706752112,521331522,325181135,158980077,56481024,14246446,58765796,4656451,0.074560543,0.042908984,0.481806815,0.318686213,0.309714855,2.045420666,1.690149584,0.737644095,0.424508159,0.138543513,1.561001337,30.56224557,54109345,19.38755965,166201058,,Fourth Milling Co.,2286_2025,7.5%,4.3%,48.2%,31.9%,31.0%,2.0,1.7,73.8%,0.42,0.14,166201058,Q2025,170.1,7.5%,Industrial,100,FALSE,FALSE,4.3,48.2,31.9,31,73.8,42.5,52.7,1228.1,706.8,3/31/2025,2025-Q2,Q2,Profit,Strong,Moderate,Average,TRUE,TRUE,TRUE,2286 - Fourth Milling Co.,0.0746,0.0429,0.4818,0.3187,0.3097,Mid Cap,56,4656451,Other,81976067,521331522,54109345,166201058,31.0%,48.2%,7.5%
2286,2025,6/30/2025,Quarterly,310745019,78239771,62362227,37697920,34052411,2819462,1198493501,740711816,457781685,306065851,91529761,70953673,13660260,86849790,7860894,0.04597255,0.028412679,0.200686168,0.12131464,0.109583127,3.343894354,2.568696514,0.618029408,0.381964261,0.259279686,1.102688102,16.04529307,78988896,13.37060758,214536090,,Fourth Milling Co.,2286_2025,4.6%,2.8%,20.1%,12.1%,11.0%,3.3,2.6,61.8%,0.38,0.26,214536090,Q2025,310.7,4.6%,Industrial,100,FALSE,FALSE,2.8,20.1,12.1,11,61.8,38.2,34.1,1198.5,740.7,6/30/2025,2025-Q3,Q3,Profit,Strong,Moderate,Weak,TRUE,TRUE,TRUE,2286 - Fourth Milling Co.,0.046,0.0284,0.2007,0.1213,0.1096,Mid Cap,33,7860894,Other,62362227,457781685,78988896,214536090,11.0%,20.1%,4.6%
2286,2025,9/30/2025,Quarterly,479775793,89539653,79491121,53006247,52117061,2767273,1182980484,733107288,449873196,263709204,86011458,65662167,15983307,148550838,20487079,0.071090633,0.044055723,0.165683893,0.110481287,0.10862795,3.065977605,2.302565747,0.613652604,0.380287927,0.405565265,1.363641456,12.15965278,128063759,19.15468658,177697746,,Fourth Milling Co.,2286_2025,7.1%,4.4%,16.6%,11.0%,10.9%,3.1,2.3,61.4%,0.38,0.41,177697746,Q2025,479.8,7.1%,Industrial,100,FALSE,TRUE,4.4,16.6,11,10.9,61.4,38,52.1,1183,733.1,9/30/2025,2025-Q4,Q4,Profit,Strong,Moderate,Average,TRUE,TRUE,TRUE,2286 - Fourth Milling Co.,0.0711,0.0441,0.1657,0.1105,0.1086,Mid Cap,44,20487079,Other,79491121,449873196,128063759,177697746,10.9%,16.6%,7.1%
2180,2020,3/31/2020,Quarterly,48325305,38234406,10090899,5906832,4183211,1274873,318596828,145432346,173164482,165069798,92879216,44465888,55599370,9474857,7133110,0.028763966,0.013130109,0.208811905,0.12223062,0.086563572,1.777252276,1.29850267,1.190687538,0.543522304,0.151681689,0.85985927,419.9408581,2341747,4.633270922,72190582,,Filing and Packing Materials Manufacturing Co.,2180_2020,2.9%,1.3%,20.9%,12.2%,8.7%,1.8,1.3,119.1%,0.54,0.15,72190582,Q2020,48.3,2.9%,Industrial,100,FALSE,FALSE,1.3,20.9,12.2,8.7,119.1,54.4,4.2,318.6,145.4,3/31/2020,2020-Q2,Q2,Profit,Strong,High,Weak,TRUE,TRUE,TRUE,2180 - Filing and Packing Materials Manufacturing Co.,0.0288,0.0131,0.2088,0.1222,0.0866,Small Cap,11,7133110,Other,10090899,173164482,2341747,72190582,8.7%,20.9%,2.9%
2180,2020,6/30/2020,Quarterly,93527325,40092918,5109102,-1738200,-3357829,903734,324805083,142074518,182730565,162017752,112011791,48887686,51807244,17792459,12026887,-0.02363428,-0.010337982,0.054626838,-0.018584943,-0.035902117,1.446434795,1.009983547,1.286160021,0.5625853,0.287949081,0.820102592,202.1830953,5765572,-1.923353553,50005961,,Filing and Packing Materials Manufacturing Co.,2180_2020,-2.4%,-1.0%,5.5%,-1.9%,-3.6%,1.4,1.0,128.6%,0.56,0.29,50005961,Q2020,93.5,-2.4%,Industrial,100,FALSE,FALSE,-1,5.5,-1.9,-3.6,128.6,56.3,-3.4,324.8,142.1,6/30/2020,2020-Q3,Q3,Loss,Adequate,High,Negative,TRUE,TRUE,TRUE,2180 - Filing and Packing Materials Manufacturing Co.,-0.0236,-0.0103,0.0546,-0.0186,-0.0359,Small Cap,0,12026887,Other,5109102,182730565,5765572,50005961,-3.6%,5.5%,-2.4%
2180,2020,9/30/2020,Quarterly,134998619,35966054,5505240,-1331082,-2947127,737333,315177411,139127390,176050021,153179377,94320067,53770545,47163990,8720518,13192549,-0.021182939,-0.009350692,0.040779973,-0.009859968,-0.021830794,1.624038043,1.053952093,1.265387218,0.558574361,0.428325807,0.668880221,127.5187589,-4472031,-1.805265735,58859310,,Filing and Packing Materials Manufacturing Co.,2180_2020,-2.1%,-0.9%,4.1%,-1.0%,-2.2%,1.6,1.1,126.5%,0.56,0.43,58859310,Q2020,135,-2.1%,Industrial,100,FALSE,FALSE,-0.9,4.1,-1,-2.2,126.5,55.9,-2.9,315.2,139.1,9/30/2020,2020-Q4,Q4,Loss,Strong,High,Negative,TRUE,TRUE,TRUE,2180 - Filing and Packing Materials Manufacturing Co.,-0.0212,-0.0094,0.0408,-0.0099,-0.0218,Small Cap,0,13192549,Other,5505240,176050021,-4472031,58859310,-2.2%,4.1%,-2.1%
2180,2020,12/31/2020,Annual,181512822,152205203,29307619,3829567,-2976031,3865113,309660676,128703705,180956971,149106849,98156446,47976695,40181306,18569897,13800611,-0.023123118,-0.00961062,0.161463078,0.021098052,-0.016395707,1.519073429,1.030295596,1.405996595,0.584371814,0.586166847,3.172482035,80.79967315,4769286,0.990803374,50950403,,Filing and Packing Materials Manufacturing Co.,2180_2020,-2.3%,-1.0%,16.1%,2.1%,-1.6%,1.5,1.0,140.6%,0.58,0.59,50950403,FY2020,181.5,-2.3%,Industrial,100,TRUE,FALSE,-1,16.1,2.1,-1.6,140.6,58.4,-3,309.7,128.7,12/31/2020,2020-FY,FY,Loss,Strong,High,Negative,TRUE,TRUE,TRUE,2180 - Filing and Packing Materials Manufacturing Co.,-0.0231,-0.0096,0.1615,0.0211,-0.0164,Small Cap,0,13800611,Other,29307619,180956971,4769286,50950403,-1.6%,16.1%,-2.3%
2180,2021,3/31/2021,Quarterly,48535667,40328272,8207395,-675091,-1527717,970756,315242062,127175988,188066074,157010741,107518648,56558284,44438481,-4402724,351871,-0.012012621,-0.004846171,0.169100282,-0.013909173,-0.031476172,1.460311713,0.934279391,1.478786027,0.596576716,0.153963169,0.713039172,334.1881665,-4754595,-0.695428099,49492093,,Filing and Packing Materials Manufacturing Co.,2180_2021,-1.2%,-0.5%,16.9%,-1.4%,-3.1%,1.5,0.9,147.9%,0.60,0.15,49492093,Q2021,48.5,-1.2%,Industrial,100,FALSE,FALSE,-0.5,16.9,-1.4,-3.1,147.9,59.7,-1.5,315.2,127.2,3/31/2021,2021-Q2,Q2,Loss,Adequate,High,Negative,TRUE,TRUE,TRUE,2180 - Filing and Packing Materials Manufacturing Co.,-0.012,-0.0048,0.1691,-0.0139,-0.0315,Small Cap,0,351871,Other,8207395,188066074,-4754595,49492093,-3.1%,16.9%,-1.2%
2180,2021,6/30/2021,Quarterly,107343337,53225405,5582265,-3267422,-5213994,942591,312154982,121961982,190193000,153281332,109084691,65040633,52069450,-21865374,3306292,-0.042750978,-0.016703222,0.052003833,-0.030438983,-0.048573057,1.40515897,0.808919182,1.559444975,0.609290292,0.34387834,0.818340821,177.0519697,-25171666,-3.466426053,44196641,,Filing and Packing Materials Manufacturing Co.,2180_2021,-4.3%,-1.7%,5.2%,-3.0%,-4.9%,1.4,0.8,155.9%,0.61,0.34,44196641,Q2021,107.3,-4.3%,Industrial,100,FALSE,FALSE,-1.7,5.2,-3,-4.9,155.9,60.9,-5.2,312.2,122,6/30/2021,2021-Q3,Q3,Loss,Adequate,High,Negative,TRUE,TRUE,TRUE,2180 - Filing and Packing Materials Manufacturing Co.,-0.0428,-0.0167,0.052,-0.0304,-0.0486,Small Cap,0,3306292,Other,5582265,190193000,-25171666,44196641,-4.9%,5.2%,-4.3%
2180,2021,9/30/2021,Quarterly,162268268,48984955,5939976,-1595720,-3443535,933554,295420458,118518438,176902020,138303076,83796862,57995717,55807472,-18710549,3387670,-0.029054846,-0.011656386,0.0366059,-0.009833839,-0.021221247,1.650456505,0.958357593,1.492611808,0.598814385,0.549279048,0.844630561,125.5311807,-22098219,-1.709295874,54506214,,Filing and Packing Materials Manufacturing Co.,2180_2021,-2.9%,-1.2%,3.7%,-1.0%,-2.1%,1.7,1.0,149.3%,0.60,0.55,54506214,Q2021,162.3,-2.9%,Industrial,100,FALSE,FALSE,-1.2,3.7,-1,-2.1,149.3,59.9,-3.4,295.4,118.5,9/30/2021,2021-Q4,Q4,Loss,Strong,High,Negative,TRUE,TRUE,TRUE,2180 - Filing and Packing Materials Manufacturing Co.,-0.0291,-0.0117,0.0366,-0.0098,-0.0212,Small Cap,0,3387670,Other,5939976,176902020,-22098219,54506214,-2.1%,3.7%,-2.9%
2180,2021,12/31/2021,Annual,222590032,193605049,28984983,-4999564,-9063067,4088678,303444847,120087995,183356852,148232276,87279780,62994111,48030950,-8626980,8017120,-0.075470217,-0.029867263,0.130216896,-0.022460862,-0.04071641,1.698357581,0.976608385,1.526854137,0.604250999,0.733543622,3.073383304,78.76047545,-16644100,-1.222782523,60952496,,Filing and Packing Materials Manufacturing Co.,2180_2021,-7.5%,-3.0%,13.0%,-2.2%,-4.1%,1.7,1.0,152.7%,0.60,0.73,60952496,FY2021,222.6,-7.5%,Industrial,100,TRUE,FALSE,-3,13,-2.2,-4.1,152.7,60.4,-9.1,303.4,120.1,12/31/2021,2021-FY,FY,Loss,Strong,High,Negative,TRUE,TRUE,TRUE,2180 - Filing and Packing Materials Manufacturing Co.,-0.0755,-0.0299,0.1302,-0.0225,-0.0407,Small Cap,0,8017120,Other,28984983,183356852,-16644100,60952496,-4.1%,13.0%,-7.5%
2180,2022,3/31/2022,Quarterly,60549636,51851960,8697676,647640,366462,922439,308404228,120454457,187949771,149112554,92171146,63401090,55971674,-11449022,5532701,0.003042328,0.001188252,0.143645389,0.010696018,0.006052258,1.617779104,0.92991644,1.560338867,0.6094267,0.196332055,0.817840198,337.4035314,-16981723,0.702095206,56941408,,Filing and Packing Materials Manufacturing Co.,2180_2022,0.3%,0.1%,14.4%,1.1%,0.6%,1.6,0.9,156.0%,0.61,0.20,56941408,Q2022,60.5,0.3%,Industrial,100,FALSE,FALSE,0.1,14.4,1.1,0.6,156,60.9,0.4,308.4,120.5,3/31/2022,2022-Q2,Q2,Profit,Strong,High,Weak,TRUE,TRUE,TRUE,2180 - Filing and Packing Materials Manufacturing Co.,0.003,0.0012,0.1436,0.0107,0.0061,Small Cap,0,5532701,Other,8697676,187949771,-16981723,56941408,0.6%,14.4%,0.3%
2180,2022,6/30/2022,Quarterly,134154402,60315406,10959931,593545,889897,1490640,320209133,121344366,198864767,162737540,104641583,60067801,57140094,5038332,6217206,0.007333649,0.002779112,0.081696395,0.004424342,0.006633379,1.555189967,0.98115621,1.638846314,0.621046518,0.4189587,1.004122092,155.4636598,-1178874,0.398181318,58095957,,Filing and Packing Materials Manufacturing Co.,2180_2022,0.7%,0.3%,8.2%,0.4%,0.7%,1.6,1.0,163.9%,0.62,0.42,58095957,Q2022,134.2,0.7%,Industrial,100,FALSE,FALSE,0.3,8.2,0.4,0.7,163.9,62.1,0.9,320.2,121.3,6/30/2022,2022-Q3,Q3,Profit,Strong,High,Weak,TRUE,TRUE,TRUE,2180 - Filing and Packing Materials Manufacturing Co.,0.0073,0.0028,0.0817,0.0044,0.0066,Small Cap,0,6217206,Other,10959931,198864767,-1178874,58095957,0.7%,8.2%,0.7%
2180,2022,9/30/2022,Quarterly,196664029,51734631,10774996,3671456,2250625,1729549,306058217,123594975,182463242,149003300,92464919,66292444,54009332,5988653,8211333,0.01820968,0.007353585,0.05478885,0.018668671,0.011444009,1.611457638,0.894510663,1.476299841,0.596171682,0.642570655,0.780400116,100.2390029,-2222680,2.122782298,56538381,,Filing and Packing Materials Manufacturing Co.,2180_2022,1.8%,0.7%,5.5%,1.9%,1.1%,1.6,0.9,147.6%,0.60,0.64,56538381,Q2022,196.7,1.8%,Industrial,100,FALSE,FALSE,0.7,5.5,1.9,1.1,147.6,59.6,2.3,306.1,123.6,9/30/2022,2022-Q4,Q4,Profit,Strong,High,Weak,TRUE,TRUE,TRUE,2180 - Filing and Packing Materials Manufacturing Co.,0.0182,0.0074,0.0548,0.0187,0.0114,Small Cap,0,8211333,Other,10774996,182463242,-2222680,56538381,1.1%,5.5%,1.8%
2180,2022,12/31/2022,Annual,260654273,218451237,42203036,11137568,9795159,5752418,287030189,132033876,154996313,125284623,76242337,55917253,46238319,27233137,8803215,0.074186711,0.034125884,0.161911928,0.042729275,0.037579123,1.643242166,0.909827436,1.173913224,0.540000038,0.90810752,3.906687566,64.74855079,18429922,1.936154153,49042286,,Filing and Packing Materials Manufacturing Co.,2180_2022,7.4%,3.4%,16.2%,4.3%,3.8%,1.6,0.9,117.4%,0.54,0.91,49042286,FY2022,260.7,7.4%,Industrial,100,TRUE,FALSE,3.4,16.2,4.3,3.8,117.4,54,9.8,287,132,12/31/2022,2022-FY,FY,Profit,Strong,High,Average,TRUE,TRUE,TRUE,2180 - Filing and Packing Materials Manufacturing Co.,0.0742,0.0341,0.1619,0.0427,0.0376,Small Cap,22,8803215,Other,42203036,154996313,18429922,49042286,3.8%,16.2%,7.4%
2180,2023,3/31/2023,Quarterly,63891490,52749977,11141513,3380669,1541684,1304733,299338259,133575560,165762699,145666022,96316697,57359410,47326732,905400,477889,0.011541662,0.005150307,0.1743818,0.052912665,0.024129724,1.512365213,0.916835967,1.24096578,0.553763824,0.213442445,0.919639463,270.3686701,427511,2.591081087,49349325,,Filing and Packing Materials Manufacturing Co.,2180_2023,1.2%,0.5%,17.4%,5.3%,2.4%,1.5,0.9,124.1%,0.55,0.21,49349325,Q2023,63.9,1.2%,Industrial,100,FALSE,FALSE,0.5,17.4,5.3,2.4,124.1,55.4,1.5,299.3,133.6,3/31/2023,2023-Q2,Q2,Profit,Strong,High,Weak,TRUE,TRUE,TRUE,2180 - Filing and Packing Materials Manufacturing Co.,0.0115,0.0052,0.1744,0.0529,0.0241,Small Cap,0,477889,Other,11141513,165762699,427511,49349325,2.4%,17.4%,1.2%
2180,2023,6/30/2023,Quarterly,109818960,36257369,9670101,1509019,58741,1395960,291520298,133256745,158263553,133132230,86065758,62142060,43233294,1445300,1027187,0.000440811,0.000201499,0.088054931,0.01374097,0.000534889,1.546866409,0.8248364,1.187658854,0.542890338,0.376711196,0.583459399,143.6924217,418113,1.080990143,47066472,,Filing and Packing Materials Manufacturing Co.,2180_2023,0.0%,0.0%,8.8%,1.4%,0.1%,1.5,0.8,118.8%,0.54,0.38,47066472,Q2023,109.8,0.0%,Industrial,100,FALSE,FALSE,0,8.8,1.4,0.1,118.8,54.3,0.1,291.5,133.3,6/30/2023,2023-Q3,Q3,Profit,Strong,High,Weak,TRUE,TRUE,TRUE,2180 - Filing and Packing Materials Manufacturing Co.,0.0004,0.0002,0.0881,0.0137,0.0005,Small Cap,0,1027187,Other,9670101,158263553,418113,47066472,0.1%,8.8%,0.0%
2180,2023,9/30/2023,Quarterly,181034153,52956977,13216278,3974221,3689420,1209879,283278228,136946165,146332063,126743111,82895279,56590088,55140840,-3909610,1279755,0.026940659,0.013024015,0.073004335,0.02195288,0.02037969,1.528954514,0.846284901,1.068537136,0.516566571,0.639068361,0.935799517,111.174639,-5189365,3.284808646,43847832,,Filing and Packing Materials Manufacturing Co.,2180_2023,2.7%,1.3%,7.3%,2.2%,2.0%,1.5,0.8,106.9%,0.52,0.64,43847832,Q2023,181,2.7%,Industrial,100,FALSE,FALSE,1.3,7.3,2.2,2,106.9,51.7,3.7,283.3,136.9,9/30/2023,2023-Q4,Q4,Profit,Strong,High,Weak,TRUE,TRUE,TRUE,2180 - Filing and Packing Materials Manufacturing Co.,0.0269,0.013,0.073,0.022,0.0204,Small Cap,0,1279755,Other,13216278,146332063,-5189365,43847832,2.0%,7.3%,2.7%
2180,2023,12/31/2023,Annual,258194159,207865439,50328720,14902399,11989910,5788301,286728991,143701820,143027171,132446590,71103952,51090590,55617778,24273007,1558402,0.083436034,0.041816176,0.194925866,0.057717801,0.046437573,1.862717701,1.144183941,0.995305216,0.498823542,0.900481525,4.068566031,78.62489627,22714605,2.574572228,61342638,,Filing and Packing Materials Manufacturing Co.,2180_2023,8.3%,4.2%,19.5%,5.8%,4.6%,1.9,1.1,99.5%,0.50,0.90,61342638,FY2023,258.2,8.3%,Industrial,100,TRUE,FALSE,4.2,19.5,5.8,4.6,99.5,49.9,12,286.7,143.7,12/31/2023,2023-FY,FY,Profit,Strong,Moderate,Average,TRUE,TRUE,TRUE,2180 - Filing and Packing Materials Manufacturing Co.,0.0834,0.0418,0.1949,0.0577,0.0464,Small Cap,22,1558402,Other,50328720,143027171,22714605,61342638,4.6%,19.5%,8.3%
2180,2024,3/31/2024,Quarterly,56489391,44038804,12450587,3640022,2024455,1413689,294989844,145726275,149263569,142772975,83816286,57351829,52414502,-3490521,733582,0.013892176,0.006862796,0.220405757,0.064437268,0.035837791,1.703403739,1.019147353,1.02427355,0.50599562,0.191496054,0.76787096,338.670552,-4224103,2.574839303,58956689,,Filing and Packing Materials Manufacturing Co.,2180_2024,1.4%,0.7%,22.0%,6.4%,3.6%,1.7,1.0,102.4%,0.51,0.19,58956689,Q2024,56.5,1.4%,Industrial,100,FALSE,FALSE,0.7,22,6.4,3.6,102.4,50.6,2,295,145.7,3/31/2024,2024-Q2,Q2,Profit,Strong,High,Weak,TRUE,TRUE,TRUE,2180 - Filing and Packing Materials Manufacturing Co.,0.0139,0.0069,0.2204,0.0644,0.0358,Small Cap,0,733582,Other,12450587,149263569,-4224103,58956689,3.6%,22.0%,1.4%
